pokedex,og_name,name,generation,height,weight,type1_id,type2_id,ability1_id,ability2_id,ability_hidden_id,color_id,gender_male,gender_female,gender_unknown,egg_steps,egg_group1_id,egg_group2_id,get_rate,base_experience,experience_type,category_id,hp,attack,defence,sp_attack,sp_defence,speed,total,picture_url,created_at,updated_at
740,Crabominable,Crabominable,7,1.7m,180.0kg,13,10,50,143,261,5,50,50,0,20,10,,60,167,1000000,1,97,132,77,62,67,43,478,https://assets.pokemon.com/assets/cms2/img/pokedex/full/740.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
741,Oricorio,Oricorio Baile Style,7,0.6m,3.4kg,2,18,164,,,2,25,75,0,20,3,,45,167,1000000,1,75,70,70,98,70,93,476,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
741,Oricorio,Oricorio Pom-Pom Style,7,0.6m,3.4kg,8,18,164,,,7,25,75,0,20,3,,45,167,1000000,1,75,70,70,98,70,93,476,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
741,Oricorio,Oricorio Pa'u Style,7,0.6m,3.4kg,14,18,164,,,9,25,75,0,20,3,,45,167,1000000,1,75,70,70,98,70,93,476,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
741,Oricorio,Oricorio Sensu Style,7,0.6m,3.4kg,16,18,164,,,8,25,75,0,20,3,,45,167,1000000,1,75,70,70,98,70,93,476,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
742,Cutiefly,Cutiefly,7,0.1m,0.2kg,4,11,111,8,153,7,50,50,0,20,2,6,190,61,1000000,1,40,45,40,55,40,84,304,https://assets.pokemon.com/assets/cms2/img/pokedex/full/742.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
743,Ribombee,Ribombee,7,0.2m,0.5kg,4,11,111,8,153,7,50,50,0,20,2,6,75,162,1000000,1,60,55,60,95,70,124,464,https://assets.pokemon.com/assets/cms2/img/pokedex/full/743.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
744,Rockruff,Rockruff,7,0.5m,9.2kg,15,,13,32,43,6,50,50,0,15,4,,190,56,1000000,1,45,65,40,30,40,60,280,https://assets.pokemon.com/assets/cms2/img/pokedex/full/744.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
745,Lycanroc,Lycanroc Midday Form,7,0.8m,25.0kg,15,,13,32,14,6,50,50,0,15,4,,90,170,1000000,1,75,115,65,55,65,112,487,https://assets.pokemon.com/assets/cms2/img/pokedex/full/745.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
745,Lycanroc,Lycanroc Midnight Form,7,1.1m,25.0kg,15,,13,127,43,2,50,50,0,15,4,,90,170,1000000,1,85,115,75,55,75,82,487,https://assets.pokemon.com/assets/cms2/img/pokedex/full/745.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
745,Lycanroc,Lycanroc Dusk Form,7,0.8m,25.0kg,15,,4,,,6,50,50,0,15,4,,90,170,1000000,1,75,117,65,55,65,110,487,https://assets.pokemon.com/assets/cms2/img/pokedex/full/745.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
746,Wishiwashi,Wishiwashi Solo Form,7,0.2m,0.3kg,3,,165,,,4,50,50,0,15,13,,60,61,800000,1,45,20,20,25,25,40,175,https://assets.pokemon.com/assets/cms2/img/pokedex/full/746.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
746,Wishiwashi,Wishiwashi School Form,7,8.2m,78.6kg,3,,165,,,4,50,50,0,15,13,,60,217,800000,1,45,140,130,140,135,30,620,https://assets.pokemon.com/assets/cms2/img/pokedex/full/746.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
747,Mareanie,Mareanie,7,0.4m,8.0kg,7,3,166,29,145,4,50,50,0,20,8,,190,61,1000000,1,50,53,62,43,52,45,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/747.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
748,Toxapex,Toxapex,7,0.7m,14.5kg,7,3,166,29,145,4,50,50,0,20,8,,75,173,1000000,1,50,63,152,53,142,35,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/748.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
749,Mudbray,Mudbray,7,1.0m,110.0kg,9,,53,281,25,6,50,50,0,20,4,,190,77,1000000,1,70,100,70,45,55,45,385,https://assets.pokemon.com/assets/cms2/img/pokedex/full/749.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
750,Mudsdale,Mudsdale,7,2.5m,920.0kg,9,,53,281,25,6,50,50,0,20,4,,60,175,1000000,1,100,125,100,55,85,35,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/750.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
751,Dewpider,Dewpider,7,0.3m,4.0kg,3,4,167,,33,1,50,50,0,15,8,2,200,54,1000000,1,38,40,52,40,72,27,269,https://assets.pokemon.com/assets/cms2/img/pokedex/full/751.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
752,Araquanid,Araquanid,7,1.8m,82.0kg,3,4,167,,33,1,50,50,0,15,8,2,100,159,1000000,1,68,70,92,50,132,42,454,https://assets.pokemon.com/assets/cms2/img/pokedex/full/752.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
753,Fomantis,Fomantis,7,0.3m,1.5kg,1,,118,,154,9,50,50,0,20,7,,190,50,1000000,1,40,55,35,50,35,35,250,https://assets.pokemon.com/assets/cms2/img/pokedex/full/753.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
754,Lurantis,Lurantis,7,0.9m,18.5kg,1,,118,,154,9,50,50,0,20,7,,75,168,1000000,1,70,105,90,80,90,45,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/754.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
755,Morelull,Morelull,7,0.2m,1.5kg,1,11,59,27,242,8,50,50,0,20,7,,190,57,1000000,1,40,35,55,65,75,15,285,https://assets.pokemon.com/assets/cms2/img/pokedex/full/755.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
756,Shiinotic,Shiinotic,7,1.0m,11.5kg,1,11,59,27,242,8,50,50,0,20,7,,75,142,1000000,1,60,45,80,90,100,30,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/756.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
757,Salandit,Salandit,7,0.6m,4.8kg,7,2,168,,40,3,87.5,12.5,0,20,1,15,120,64,1000000,1,48,44,40,71,40,77,320,https://assets.pokemon.com/assets/cms2/img/pokedex/full/757.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
758,Salazzle,Salazzle,7,1.2m,22.2kg,7,2,168,,40,3,0,100,0,20,1,15,45,168,1000000,1,68,64,60,111,60,117,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/758.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
759,Stufful,Stufful,7,0.5m,6.8kg,5,13,169,268,23,9,50,50,0,15,4,,140,68,1000000,1,70,75,50,45,50,50,340,https://assets.pokemon.com/assets/cms2/img/pokedex/full/759.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
760,Bewear,Bewear,7,2.1m,135.0kg,5,13,169,268,211,9,50,50,0,15,4,,70,175,1000000,1,120,125,80,55,60,60,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/760.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
761,Bounsweet,Bounsweet,7,0.3m,3.2kg,1,,118,40,153,8,0,100,0,20,7,,235,42,1059860,1,42,30,38,30,38,32,210,https://assets.pokemon.com/assets/cms2/img/pokedex/full/761.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
762,Steenee,Steenee,7,0.7m,8.2kg,1,,118,40,153,8,0,100,0,20,7,,120,102,1059860,1,52,40,48,40,48,62,290,https://assets.pokemon.com/assets/cms2/img/pokedex/full/762.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
763,Tsareena,Tsareena,7,1.2m,21.4kg,1,,118,233,153,8,0,100,0,20,7,,45,255,1059860,1,72,120,98,50,98,72,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/763.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
764,Comfey,Comfey,7,0.1m,0.3kg,11,,150,207,55,1,25,75,0,20,7,,60,170,800000,1,51,52,90,82,110,100,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/764.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
765,Oranguru,Oranguru,7,1.5m,76.0kg,5,14,25,141,271,5,50,50,0,20,4,,45,172,1250000,1,90,60,80,90,110,60,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/765.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
766,Passimian,Passimian,7,2.0m,82.8kg,13,,170,,67,5,50,50,0,20,4,,45,172,1250000,1,100,120,90,40,60,80,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/766.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
767,Wimpod,Wimpod,7,0.5m,12.0kg,4,3,171,,,10,50,50,0,20,2,10,90,46,1000000,1,25,35,40,20,30,80,230,https://assets.pokemon.com/assets/cms2/img/pokedex/full/767.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
768,Golisopod,Golisopod,7,2.0m,108.0kg,4,3,172,,,10,50,50,0,20,2,10,45,186,1000000,1,75,125,140,60,90,40,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/768.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
769,Sandygast,Sandygast,7,0.5m,70.0kg,16,9,173,,20,6,50,50,0,15,12,,140,64,1000000,1,55,55,80,70,45,15,320,https://assets.pokemon.com/assets/cms2/img/pokedex/full/769.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
770,Palossand,Palossand,7,1.3m,250.0kg,16,9,173,,20,6,50,50,0,15,12,,60,168,1000000,1,85,75,110,100,75,35,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/770.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
771,Pyukumuku,Pyukumuku,7,0.3m,1.2kg,3,,174,,126,3,50,50,0,15,8,,60,144,800000,1,55,60,130,30,130,5,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/771.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
772,Type: Null,Type: Null,7,1.9m,120.5kg,5,,97,,,10,0,0,100,120,5,,3,107,1250000,2,95,95,95,95,95,59,534,https://assets.pokemon.com/assets/cms2/img/pokedex/full/772.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
773,Silvally,Silvally,7,2.3m,100.5kg,5,,175,,,10,0,0,100,120,5,,3,285,1250000,2,95,95,95,95,95,95,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Meteor Form,7,0.3m,40.0kg,15,18,176,,,6,0,0,100,25,11,,30,154,1059860,1,60,60,100,60,100,60,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Red Core,7,0.3m,0.3kg,15,18,176,,,2,0,0,100,25,11,,255,175,1059860,1,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Orange Core,7,0.3m,0.3kg,15,18,176,,,2,0,0,100,25,11,,255,175,1059860,1,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Yellow Core,7,0.3m,0.3kg,15,18,176,,,7,0,0,100,25,11,,255,175,1059860,1,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Green Core,7,0.3m,0.3kg,15,18,176,,,1,0,0,100,25,11,,255,175,1059860,1,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Blue Core,7,0.3m,0.3kg,15,18,176,,,4,0,0,100,25,11,,255,175,1059860,1,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Indigo Core,7,0.3m,0.3kg,15,18,176,,,4,0,0,100,25,11,,255,175,1059860,1,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Purple Core,7,0.3m,0.3kg,15,18,176,,,8,0,0,100,25,11,,255,175,1059860,1,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
775,Komala,Komala,7,0.4m,19.9kg,5,,177,,,4,50,50,0,20,4,,45,168,1250000,1,65,115,65,75,95,65,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/775.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
776,Turtonator,Turtonator,7,2.0m,212.0kg,2,17,42,,,2,50,50,0,20,1,15,70,170,1000000,1,60,78,135,91,85,36,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/776.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
777,Togedemaru,Togedemaru,7,0.3m,3.3kg,8,12,140,54,70,10,50,50,0,10,4,6,180,152,1000000,1,65,98,63,40,73,96,435,https://assets.pokemon.com/assets/cms2/img/pokedex/full/777.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
778,Mimikyu,Mimikyu,7,0.2m,0.7kg,16,11,178,,,7,50,50,0,20,12,,45,167,1000000,1,55,90,80,50,105,96,476,https://assets.pokemon.com/assets/cms2/img/pokedex/full/778.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
779,Bruxish,Bruxish,7,0.9m,19.0kg,3,14,179,93,132,9,50,50,0,15,13,,80,166,1000000,1,68,105,70,70,70,92,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/779.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
780,Drampa,Drampa,7,3.0m,185.0kg,5,17,68,151,252,5,50,50,0,20,1,15,70,170,1000000,1,78,60,85,135,91,36,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/780.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
781,Dhelmise,Dhelmise,7,3.9m,210.0kg,16,1,180,,,1,0,0,100,25,11,,25,181,1000000,1,70,131,100,86,90,40,517,https://assets.pokemon.com/assets/cms2/img/pokedex/full/781.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
782,Jangmo-o,Jangmo-o,7,0.6m,29.7kg,17,,181,51,138,10,50,50,0,40,15,,45,60,1250000,1,45,55,65,45,45,45,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/782.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
783,Hakamo-o,Hakamo-o,7,1.2m,47.0kg,17,13,181,51,138,10,50,50,0,40,15,,45,147,1250000,1,55,75,90,65,70,65,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/783.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
784,Kommo-o,Kommo-o,7,1.6m,78.2kg,17,13,181,51,138,10,50,50,0,40,15,,45,300,1250000,1,75,110,125,100,105,85,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/784.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
785,Tapu Koko,Tapu Koko,7,1.8m,20.5kg,8,11,182,,141,7,0,0,100,15,5,,3,285,1250000,2,70,115,85,95,75,130,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/785.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
786,Tapu Lele,Tapu Lele,7,1.2m,18.6kg,14,11,183,,141,9,0,0,100,15,5,,3,285,1250000,2,70,85,75,130,115,95,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/786.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
787,Tapu Bulu,Tapu Bulu,7,1.9m,45.5kg,1,11,184,,141,2,0,0,100,15,5,,3,285,1250000,2,70,130,115,85,95,75,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/787.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
788,Tapu Fini,Tapu Fini,7,1.3m,21.2kg,3,11,185,,141,8,0,0,100,15,5,,3,285,1250000,2,70,75,115,95,130,85,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/788.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
789,Cosmog,Cosmog,7,0.2m,0.1kg,14,,126,,,4,0,0,100,120,5,,45,40,1250000,3,43,29,31,29,31,37,200,https://assets.pokemon.com/assets/cms2/img/pokedex/full/789.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
790,Cosmoem,Cosmoem,7,0.1m,999.9kg,14,,70,,,4,0,0,100,120,5,,45,140,1250000,3,43,29,131,29,131,37,400,https://assets.pokemon.com/assets/cms2/img/pokedex/full/790.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
791,Solgaleo,Solgaleo,7,3.4m,230.0kg,14,12,186,,,5,0,0,100,120,5,,45,340,1250000,3,137,137,107,113,89,97,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/791.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
792,Lunala,Lunala,7,4.0m,120.0kg,14,16,187,,,8,0,0,100,120,5,,45,340,1250000,3,137,113,89,137,107,97,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/792.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
793,Nihilego,Nihilego,7,1.2m,55.5kg,15,7,188,,,5,0,0,100,120,5,,45,285,1250000,2,109,53,47,127,131,103,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/793.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
794,Buzzwole,Buzzwole,7,2.4m,333.6kg,4,13,188,,,2,0,0,100,120,5,,45,285,1250000,2,107,139,139,53,53,79,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/794.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
795,Pheromosa,Pheromosa,7,1.8m,25.0kg,4,13,188,,,5,0,0,100,120,5,,45,285,1250000,2,71,137,37,137,37,151,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/795.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
796,Xurkitree,Xurkitree,7,3.8m,100.0kg,8,,188,,,3,0,0,100,120,5,,45,285,1250000,2,83,89,71,173,71,83,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/796.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
797,Celesteela,Celesteela,7,9.2m,999.9kg,12,18,188,,,1,0,0,100,120,5,,45,285,1250000,2,97,101,103,107,101,61,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/797.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
798,Kartana,Kartana,7,0.3m,0.1kg,1,12,188,,,5,0,0,100,120,5,,45,285,1250000,2,59,181,131,59,31,109,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/798.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
799,Guzzlord,Guzzlord,7,5.5m,888.0kg,6,17,188,,,3,0,0,100,120,5,,45,285,1250000,2,223,101,53,97,53,43,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/799.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
800,Necrozma,Necrozma,7,2.4m,230.0kg,14,,190,,,3,0,0,100,120,5,,255,300,1250000,3,97,107,101,127,89,79,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
800,Necrozma,Dusk Mane Necrozma,7,3.8m,460.0kg,14,12,189,,,7,0,0,100,120,5,,255,340,1250000,3,97,157,127,113,109,77,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
800,Necrozma,Dawn Wings Necrozma,7,4.2m,350.0kg,14,16,189,,,4,0,0,100,120,5,,255,340,1250000,3,97,113,109,157,127,77,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
800,Necrozma,Ultra Necrozma,7,7.5m,230.0kg,14,17,189,,,7,0,0,100,120,5,,255,339,1250000,3,97,167,97,167,97,129,754,https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
801,Magearna,Magearna,7,1.0m,80.5kg,12,11,191,,,10,0,0,100,120,5,,3,300,1250000,4,80,95,115,130,115,65,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/801.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
802,Marshadow,Marshadow,7,0.7m,22.2kg,13,16,75,,,10,0,0,100,120,5,,3,300,1250000,4,90,125,80,90,90,125,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/802.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
803,Poipole,Poipole,7,0.6m,1.8kg,7,,188,,,8,0,0,100,120,5,,45,210,1250000,2,67,73,67,73,67,73,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/803.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
804,Naganadel,Naganadel,7,3.6m,150.0kg,7,17,188,,,8,0,0,100,120,5,,45,270,1250000,2,73,73,73,127,73,121,540,https://assets.pokemon.com/assets/cms2/img/pokedex/full/804.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
805,Stakataka,Stakataka,7,5.5m,820.0kg,15,12,188,,,10,0,0,100,120,5,,30,285,1250000,2,61,131,211,53,101,13,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/805.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
806,Blacephalon,Blacephalon,7,1.8m,13.0kg,2,16,188,,,5,0,0,100,120,5,,30,285,1250000,2,53,127,53,151,79,107,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/806.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
807,Zeraora,Zeraora,7,1.5m,44.5kg,8,,63,,,7,0,0,100,120,5,,3,300,1250000,4,88,112,75,102,80,143,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/807.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
808,Meltan,Meltan,7,0.2m,8.0kg,12,,39,,,10,0,0,100,120,5,,3,150,1250000,4,46,65,65,55,35,34,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/808.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
809,Melmetal,Melmetal,7,2.5m,800.0kg,12,,143,,,10,0,0,100,120,5,,3,300,1250000,4,135,143,143,80,65,34,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/809.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
810,Grookey,Grookey,8,0.3m,5.0kg,1,,1,,184,1,87.5,12.5,0,20,4,7,45,62,1059860,1,50,65,50,40,40,65,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/810.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
811,Thwackey,Thwackey,8,0.7m,14.0kg,1,,1,,184,1,87.5,12.5,0,20,4,7,45,147,1059860,1,70,85,70,55,60,80,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/811.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
812,Rillaboom,Rillaboom,8,2.1m,90.0kg,1,,1,,184,1,87.5,12.5,0,20,4,7,45,265,1059860,1,100,125,90,60,70,85,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/812.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
813,Scorbunny,Scorbunny,8,0.3m,4.5kg,2,,3,,275,5,87.5,12.5,0,20,4,9,45,62,1059860,1,50,71,40,40,40,69,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/813.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
814,Raboot,Raboot,8,0.6m,9.0kg,2,,3,,275,10,87.5,12.5,0,20,4,9,45,147,1059860,1,65,86,60,55,60,94,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/814.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
815,Cinderace,Cinderace,8,1.4m,33.0kg,2,,3,,275,5,87.5,12.5,0,20,4,9,45,265,1059860,1,80,116,75,65,75,119,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/815.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
816,Sobble,Sobble,8,0.3m,4.0kg,3,,6,,244,4,87.5,12.5,0,20,8,4,45,62,1059860,1,50,40,40,70,40,70,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/816.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
817,Drizzile,Drizzile,8,0.7m,11.5kg,3,,6,,244,4,87.5,12.5,0,20,8,4,45,147,1059860,1,65,60,55,95,55,90,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/817.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
818,Inteleon,Inteleon,8,1.9m,45.2kg,3,,6,,244,4,87.5,12.5,0,20,8,4,45,265,1059860,1,70,85,65,125,65,120,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/818.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
819,Skwovet,Skwovet,8,0.3m,2.5kg,5,,156,,16,6,50,50,0,20,4,,255,55,1000000,1,70,55,55,35,35,25,275,https://assets.pokemon.com/assets/cms2/img/pokedex/full/819.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
820,Greedent,Greedent,8,0.6m,6.0kg,5,,156,,16,6,50,50,0,20,4,,90,161,1000000,1,120,95,95,55,75,20,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/820.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
821,Rookidee,Rookidee,8,0.2m,1.8kg,18,,13,211,125,4,50,50,0,15,3,,255,49,1059860,1,38,47,35,33,35,57,245,https://assets.pokemon.com/assets/cms2/img/pokedex/full/821.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
822,Corvisquire,Corvisquire,8,0.8m,16.0kg,18,,13,211,125,4,50,50,0,15,3,,120,128,1059860,1,68,67,55,43,55,77,365,https://assets.pokemon.com/assets/cms2/img/pokedex/full/822.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
823,Corviknight,Corviknight,8,2.2m,75.0kg,18,12,65,211,276,8,50,50,0,15,3,,45,248,1059860,1,98,87,105,53,85,67,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/823.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
824,Blipbug,Blipbug,8,0.4m,8.0kg,4,,11,10,141,4,50,50,0,15,2,,255,36,1000000,1,25,20,20,25,45,45,180,https://assets.pokemon.com/assets/cms2/img/pokedex/full/824.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
