No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Picture_URL,sus,amogus
760,Bewear,Bewear,7,2.1m,135.0kg,Normal,Fighting,Fluffy,Klutz,Unnerve,Pink,50,50,0,15,Ground,,70,175,1000000,Ordinary,120,125,80,55,60,60,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/760.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
761,Bounsweet,Bounsweet,7,0.3m,3.2kg,Grass,,Leaf Guard,Oblivious,Sweet Veil,Purple,0,100,0,20,Grass,,235,42,1059860,Ordinary,42,30,38,30,38,32,210,https://assets.pokemon.com/assets/cms2/img/pokedex/full/761.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
762,Steenee,Steenee,7,0.7m,8.2kg,Grass,,Leaf Guard,Oblivious,Sweet Veil,Purple,0,100,0,20,Grass,,120,102,1059860,Ordinary,52,40,48,40,48,62,290,https://assets.pokemon.com/assets/cms2/img/pokedex/full/762.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
763,Tsareena,Tsareena,7,1.2m,21.4kg,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,Purple,0,100,0,20,Grass,,45,255,1059860,Ordinary,72,120,98,50,98,72,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/763.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
764,Comfey,Comfey,7,0.1m,0.3kg,Fairy,,Flower Veil,Triage,Natural Cure,Green,25,75,0,20,Grass,,60,170,800000,Ordinary,51,52,90,82,110,100,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/764.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
765,Oranguru,Oranguru,7,1.5m,76.0kg,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,White,50,50,0,20,Ground,,45,172,1250000,Ordinary,90,60,80,90,110,60,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/765.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
766,Passimian,Passimian,7,2.0m,82.8kg,Fighting,,Receiver,,Defiant,White,50,50,0,20,Ground,,45,172,1250000,Ordinary,100,120,90,40,60,80,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/766.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
767,Wimpod,Wimpod,7,0.5m,12.0kg,Bug,Water,Wimp Out,,,Gray,50,50,0,20,Bug,Water3,90,46,1000000,Ordinary,25,35,40,20,30,80,230,https://assets.pokemon.com/assets/cms2/img/pokedex/full/767.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
768,Golisopod,Golisopod,7,2.0m,108.0kg,Bug,Water,Emergency Exit,,,Gray,50,50,0,20,Bug,Water3,45,186,1000000,Ordinary,75,125,140,60,90,40,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/768.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
769,Sandygast,Sandygast,7,0.5m,70.0kg,Ghost,Ground,Water Compaction,,Sand Veil,Brown,50,50,0,15,Amorphous,,140,64,1000000,Ordinary,55,55,80,70,45,15,320,https://assets.pokemon.com/assets/cms2/img/pokedex/full/769.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
770,Palossand,Palossand,7,1.3m,250.0kg,Ghost,Ground,Water Compaction,,Sand Veil,Brown,50,50,0,15,Amorphous,,60,168,1000000,Ordinary,85,75,110,100,75,35,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/770.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
771,Pyukumuku,Pyukumuku,7,0.3m,1.2kg,Water,,Innards Out,,Unaware,Black,50,50,0,15,Water1,,60,144,800000,Ordinary,55,60,130,30,130,5,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/771.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
772,Type: Null,Type: Null,7,1.9m,120.5kg,Normal,,Battle Armor,,,Gray,0,0,100,120,Undiscovered,,3,107,1250000,Semi-Legendary,95,95,95,95,95,59,534,https://assets.pokemon.com/assets/cms2/img/pokedex/full/772.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
773,Silvally,Silvally,7,2.3m,100.5kg,Normal,,RKS System,,,Gray,0,0,100,120,Undiscovered,,3,285,1250000,Semi-Legendary,95,95,95,95,95,95,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Meteor Form,7,0.3m,40.0kg,Rock,Flying,Shields Down,,,Brown,0,0,100,25,Mineral,,30,154,1059860,Ordinary,60,60,100,60,100,60,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Red Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Red,0,0,100,25,Mineral,,255,175,1059860,Ordinary,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Orange Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Red,0,0,100,25,Mineral,,255,175,1059860,Ordinary,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Yellow Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Yellow,0,0,100,25,Mineral,,255,175,1059860,Ordinary,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Green Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Green,0,0,100,25,Mineral,,255,175,1059860,Ordinary,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Blue Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Blue,0,0,100,25,Mineral,,255,175,1059860,Ordinary,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Indigo Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Blue,0,0,100,25,Mineral,,255,175,1059860,Ordinary,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
774,Minior,Minior Purple Core,7,0.3m,0.3kg,Rock,Flying,Shields Down,,,Purple,0,0,100,25,Mineral,,255,175,1059860,Ordinary,60,100,60,100,60,120,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
775,Komala,Komala,7,0.4m,19.9kg,Normal,,Comatose,,,Blue,50,50,0,20,Ground,,45,168,1250000,Ordinary,65,115,65,75,95,65,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/775.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
776,Turtonator,Turtonator,7,2.0m,212.0kg,Fire,Dragon,Shell Armor,,,Red,50,50,0,20,Monster,Dragon,70,170,1000000,Ordinary,60,78,135,91,85,36,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/776.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
777,Togedemaru,Togedemaru,7,0.3m,3.3kg,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,Gray,50,50,0,10,Ground,Fairy,180,152,1000000,Ordinary,65,98,63,40,73,96,435,https://assets.pokemon.com/assets/cms2/img/pokedex/full/777.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
778,Mimikyu,Mimikyu,7,0.2m,0.7kg,Ghost,Fairy,Disguise,,,Yellow,50,50,0,20,Amorphous,,45,167,1000000,Ordinary,55,90,80,50,105,96,476,https://assets.pokemon.com/assets/cms2/img/pokedex/full/778.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
779,Bruxish,Bruxish,7,0.9m,19.0kg,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,Pink,50,50,0,15,Water2,,80,166,1000000,Ordinary,68,105,70,70,70,92,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/779.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
780,Drampa,Drampa,7,3.0m,185.0kg,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,White,50,50,0,20,Monster,Dragon,70,170,1000000,Ordinary,78,60,85,135,91,36,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/780.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
781,Dhelmise,Dhelmise,7,3.9m,210.0kg,Ghost,Grass,Steelworker,,,Green,0,0,100,25,Mineral,,25,181,1000000,Ordinary,70,131,100,86,90,40,517,https://assets.pokemon.com/assets/cms2/img/pokedex/full/781.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
782,Jangmo-o,Jangmo-o,7,0.6m,29.7kg,Dragon,,Bulletproof,Soundproof,Overcoat,Gray,50,50,0,40,Dragon,,45,60,1250000,Ordinary,45,55,65,45,45,45,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/782.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
783,Hakamo-o,Hakamo-o,7,1.2m,47.0kg,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Gray,50,50,0,40,Dragon,,45,147,1250000,Ordinary,55,75,90,65,70,65,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/783.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
784,Kommo-o,Kommo-o,7,1.6m,78.2kg,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Gray,50,50,0,40,Dragon,,45,300,1250000,Ordinary,75,110,125,100,105,85,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/784.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
785,Tapu Koko,Tapu Koko,7,1.8m,20.5kg,Electric,Fairy,Electric Surge,,Telepathy,Yellow,0,0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,70,115,85,95,75,130,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/785.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
786,Tapu Lele,Tapu Lele,7,1.2m,18.6kg,Psychic,Fairy,Psychic Surge,,Telepathy,Pink,0,0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,70,85,75,130,115,95,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/786.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
787,Tapu Bulu,Tapu Bulu,7,1.9m,45.5kg,Grass,Fairy,Grassy Surge,,Telepathy,Red,0,0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,70,130,115,85,95,75,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/787.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
788,Tapu Fini,Tapu Fini,7,1.3m,21.2kg,Water,Fairy,Misty Surge,,Telepathy,Purple,0,0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,70,75,115,95,130,85,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/788.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
789,Cosmog,Cosmog,7,0.2m,0.1kg,Psychic,,Unaware,,,Blue,0,0,100,120,Undiscovered,,45,40,1250000,Legendary,43,29,31,29,31,37,200,https://assets.pokemon.com/assets/cms2/img/pokedex/full/789.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
790,Cosmoem,Cosmoem,7,0.1m,999.9kg,Psychic,,Sturdy,,,Blue,0,0,100,120,Undiscovered,,45,140,1250000,Legendary,43,29,131,29,131,37,400,https://assets.pokemon.com/assets/cms2/img/pokedex/full/790.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
791,Solgaleo,Solgaleo,7,3.4m,230.0kg,Psychic,Steel,Full Metal Body,,,White,0,0,100,120,Undiscovered,,45,340,1250000,Legendary,137,137,107,113,89,97,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/791.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
792,Lunala,Lunala,7,4.0m,120.0kg,Psychic,Ghost,Shadow Shield,,,Purple,0,0,100,120,Undiscovered,,45,340,1250000,Legendary,137,113,89,137,107,97,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/792.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
793,Nihilego,Nihilego,7,1.2m,55.5kg,Rock,Poison,Beast Boost,,,White,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,109,53,47,127,131,103,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/793.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
794,Buzzwole,Buzzwole,7,2.4m,333.6kg,Bug,Fighting,Beast Boost,,,Red,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,107,139,139,53,53,79,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/794.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
795,Pheromosa,Pheromosa,7,1.8m,25.0kg,Bug,Fighting,Beast Boost,,,White,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,71,137,37,137,37,151,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/795.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
796,Xurkitree,Xurkitree,7,3.8m,100.0kg,Electric,,Beast Boost,,,Black,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,83,89,71,173,71,83,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/796.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
797,Celesteela,Celesteela,7,9.2m,999.9kg,Steel,Flying,Beast Boost,,,Green,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,97,101,103,107,101,61,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/797.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
798,Kartana,Kartana,7,0.3m,0.1kg,Grass,Steel,Beast Boost,,,White,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,59,181,131,59,31,109,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/798.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
799,Guzzlord,Guzzlord,7,5.5m,888.0kg,Dark,Dragon,Beast Boost,,,Black,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,223,101,53,97,53,43,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/799.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
800,Necrozma,Necrozma,7,2.4m,230.0kg,Psychic,,Prism Armor,,,Black,0,0,100,120,Undiscovered,,255,300,1250000,Legendary,97,107,101,127,89,79,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
800,Necrozma,Dusk Mane Necrozma,7,3.8m,460.0kg,Psychic,Steel,Prism Armor,,,Yellow,0,0,100,120,Undiscovered,,255,340,1250000,Legendary,97,157,127,113,109,77,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
800,Necrozma,Dawn Wings Necrozma,7,4.2m,350.0kg,Psychic,Ghost,Prism Armor,,,Blue,0,0,100,120,Undiscovered,,255,340,1250000,Legendary,97,113,109,157,127,77,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
800,Necrozma,Ultra Necrozma,7,7.5m,230.0kg,Psychic,Dragon,Neuroforce,,,Yellow,0,0,100,120,Undiscovered,,255,339,1250000,Legendary,97,167,97,167,97,129,754,https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
801,Magearna,Magearna,7,1.0m,80.5kg,Steel,Fairy,Soul-Heart,,,Gray,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,80,95,115,130,115,65,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/801.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
802,Marshadow,Marshadow,7,0.7m,22.2kg,Fighting,Ghost,Technician,,,Gray,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,90,125,80,90,90,125,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/802.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
803,Poipole,Poipole,7,0.6m,1.8kg,Poison,,Beast Boost,,,Purple,0,0,100,120,Undiscovered,,45,210,1250000,Semi-Legendary,67,73,67,73,67,73,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/803.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
804,Naganadel,Naganadel,7,3.6m,150.0kg,Poison,Dragon,Beast Boost,,,Purple,0,0,100,120,Undiscovered,,45,270,1250000,Semi-Legendary,73,73,73,127,73,121,540,https://assets.pokemon.com/assets/cms2/img/pokedex/full/804.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
805,Stakataka,Stakataka,7,5.5m,820.0kg,Rock,Steel,Beast Boost,,,Gray,0,0,100,120,Undiscovered,,30,285,1250000,Semi-Legendary,61,131,211,53,101,13,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/805.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
806,Blacephalon,Blacephalon,7,1.8m,13.0kg,Fire,Ghost,Beast Boost,,,White,0,0,100,120,Undiscovered,,30,285,1250000,Semi-Legendary,53,127,53,151,79,107,570,https://assets.pokemon.com/assets/cms2/img/pokedex/full/806.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
807,Zeraora,Zeraora,7,1.5m,44.5kg,Electric,,Volt Absorb,,,Yellow,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,88,112,75,102,80,143,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/807.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
808,Meltan,Meltan,7,0.2m,8.0kg,Steel,,Magnet Pull,,,Gray,0,0,100,120,Undiscovered,,3,150,1250000,Mythical,46,65,65,55,35,34,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/808.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
809,Melmetal,Melmetal,7,2.5m,800.0kg,Steel,,Iron Fist,,,Gray,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,135,143,143,80,65,34,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/809.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
810,Grookey,Grookey,8,0.3m,5.0kg,Grass,,Overgrow,,Grassy Surge,Green,87.5,12.5,0,20,Ground,Grass,45,62,1059860,Ordinary,50,65,50,40,40,65,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/810.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
811,Thwackey,Thwackey,8,0.7m,14.0kg,Grass,,Overgrow,,Grassy Surge,Green,87.5,12.5,0,20,Ground,Grass,45,147,1059860,Ordinary,70,85,70,55,60,80,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/811.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
812,Rillaboom,Rillaboom,8,2.1m,90.0kg,Grass,,Overgrow,,Grassy Surge,Green,87.5,12.5,0,20,Ground,Grass,45,265,1059860,Ordinary,100,125,90,60,70,85,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/812.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
813,Scorbunny,Scorbunny,8,0.3m,4.5kg,Fire,,Blaze,,Libero,White,87.5,12.5,0,20,Ground,Human-Like,45,62,1059860,Ordinary,50,71,40,40,40,69,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/813.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
814,Raboot,Raboot,8,0.6m,9.0kg,Fire,,Blaze,,Libero,Gray,87.5,12.5,0,20,Ground,Human-Like,45,147,1059860,Ordinary,65,86,60,55,60,94,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/814.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
815,Cinderace,Cinderace,8,1.4m,33.0kg,Fire,,Blaze,,Libero,White,87.5,12.5,0,20,Ground,Human-Like,45,265,1059860,Ordinary,80,116,75,65,75,119,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/815.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
816,Sobble,Sobble,8,0.3m,4.0kg,Water,,Torrent,,Sniper,Blue,87.5,12.5,0,20,Water1,Ground,45,62,1059860,Ordinary,50,40,40,70,40,70,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/816.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
817,Drizzile,Drizzile,8,0.7m,11.5kg,Water,,Torrent,,Sniper,Blue,87.5,12.5,0,20,Water1,Ground,45,147,1059860,Ordinary,65,60,55,95,55,90,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/817.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
818,Inteleon,Inteleon,8,1.9m,45.2kg,Water,,Torrent,,Sniper,Blue,87.5,12.5,0,20,Water1,Ground,45,265,1059860,Ordinary,70,85,65,125,65,120,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/818.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
819,Skwovet,Skwovet,8,0.3m,2.5kg,Normal,,Cheek Pouch,,Gluttony,Brown,50,50,0,20,Ground,,255,55,1000000,Ordinary,70,55,55,35,35,25,275,https://assets.pokemon.com/assets/cms2/img/pokedex/full/819.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
820,Greedent,Greedent,8,0.6m,6.0kg,Normal,,Cheek Pouch,,Gluttony,Brown,50,50,0,20,Ground,,90,161,1000000,Ordinary,120,95,95,55,75,20,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/820.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
821,Rookidee,Rookidee,8,0.2m,1.8kg,Flying,,Keen Eye,Unnerve,Big Pecks,Blue,50,50,0,15,Flying,,255,49,1059860,Ordinary,38,47,35,33,35,57,245,https://assets.pokemon.com/assets/cms2/img/pokedex/full/821.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
822,Corvisquire,Corvisquire,8,0.8m,16.0kg,Flying,,Keen Eye,Unnerve,Big Pecks,Blue,50,50,0,15,Flying,,120,128,1059860,Ordinary,68,67,55,43,55,77,365,https://assets.pokemon.com/assets/cms2/img/pokedex/full/822.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
823,Corviknight,Corviknight,8,2.2m,75.0kg,Flying,Steel,Pressure,Unnerve,Mirror Armor,Purple,50,50,0,15,Flying,,45,248,1059860,Ordinary,98,87,105,53,85,67,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/823.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
824,Blipbug,Blipbug,8,0.4m,8.0kg,Bug,,Swarm,Compound Eyes,Telepathy,Blue,50,50,0,15,Bug,,255,36,1000000,Ordinary,25,20,20,25,45,45,180,https://assets.pokemon.com/assets/cms2/img/pokedex/full/824.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
825,Dottler,Dottler,8,0.4m,19.5kg,Bug,Psychic,Swarm,Compound Eyes,Telepathy,Yellow,50,50,0,15,Bug,,120,117,1000000,Ordinary,50,35,80,50,90,30,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/825.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
826,Orbeetle,Orbeetle,8,0.4m,40.8kg,Bug,Psychic,Swarm,Frisk,Telepathy,Red,50,50,0,15,Bug,,45,253,1000000,Ordinary,60,45,110,80,120,90,505,https://assets.pokemon.com/assets/cms2/img/pokedex/full/826.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
827,Nickit,Nickit,8,0.6m,8.9kg,Dark,,Run Away,Unburden,Stakeout,Brown,50,50,0,15,Ground,,255,49,800000,Ordinary,40,28,28,47,52,50,245,https://assets.pokemon.com/assets/cms2/img/pokedex/full/827.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
828,Thievul,Thievul,8,1.2m,19.9kg,Dark,,Run Away,Unburden,Stakeout,Brown,50,50,0,15,Ground,,127,159,800000,Ordinary,70,58,58,87,92,90,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/828.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
829,Gossifleur,Gossifleur,8,0.4m,2.2kg,Grass,,Cotton Down,Regenerator,Effect Spore,Green,50,50,0,20,Grass,,190,50,1000000,Ordinary,40,40,60,40,60,10,250,https://assets.pokemon.com/assets/cms2/img/pokedex/full/829.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
830,Eldegoss,Eldegoss,8,0.5m,2.5kg,Grass,,Cotton Down,Regenerator,Effect Spore,Green,50,50,0,20,Grass,,75,161,1000000,Ordinary,60,50,90,80,120,60,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/830.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
831,Wooloo,Wooloo,8,0.6m,6.0kg,Normal,,Fluffy,Run Away,Bulletproof,White,50,50,0,15,Ground,,255,122,1000000,Ordinary,42,40,55,40,45,48,270,https://assets.pokemon.com/assets/cms2/img/pokedex/full/831.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
832,Dubwool,Dubwool,8,1.3m,43.0kg,Normal,,Fluffy,Steadfast,Bulletproof,White,50,50,0,15,Ground,,127,172,1000000,Ordinary,72,80,100,60,90,88,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/832.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
833,Chewtle,Chewtle,8,0.3m,8.5kg,Water,,Strong Jaw,Shell Armor,Swift Swim,Green,50,50,0,20,Monster,Water1,255,57,1000000,Ordinary,50,64,50,38,38,44,284,https://assets.pokemon.com/assets/cms2/img/pokedex/full/833.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
834,Drednaw,Drednaw,8,1.0m,115.5kg,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,Green,50,50,0,20,Monster,Water1,75,170,1000000,Ordinary,90,115,90,48,68,74,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/834.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
835,Yamper,Yamper,8,0.3m,13.5kg,Electric,,Ball Fetch,,Rattled,Yellow,50,50,0,20,Ground,,255,54,800000,Ordinary,59,45,50,40,50,26,270,https://assets.pokemon.com/assets/cms2/img/pokedex/full/835.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
836,Boltund,Boltund,8,1.0m,34.0kg,Electric,,Strong Jaw,,Competitive,Yellow,50,50,0,20,Ground,,45,172,800000,Ordinary,69,90,60,90,60,121,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/836.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
837,Rolycoly,Rolycoly,8,0.3m,12.0kg,Rock,,Steam Engine,Heatproof,Flash Fire,Black,50,50,0,15,Mineral,,255,48,1059860,Ordinary,30,40,50,40,50,30,240,https://assets.pokemon.com/assets/cms2/img/pokedex/full/837.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
